anio,pct_graves_hist,region,tipo,total_casos,crecimiento_pct,graves_proyectados,pct_graves
2026,0.00544274649361524,Valledupar,prediccion,600,3.0,3,0.5
2027,0.00544274649361524,Valledupar,prediccion,619,3.0,3,0.48
2028,0.00544274649361524,Valledupar,prediccion,637,3.0,3,0.47
2029,0.00544274649361524,Valledupar,prediccion,656,3.0,4,0.61
2030,0.00544274649361524,Valledupar,prediccion,676,3.0,4,0.59
